number,value,datetime_start,datetime_complete,duration,params_PENALTY_STAGNATION,params_REWARD_DISTANCE_COEFF,params_REWARD_SURVIVAL,params_ent_coef,params_lr,state
125,166.55,2026-02-03 19:02:50.664078,2026-02-03 19:05:26.362924,0 days 00:02:35.698846,-0.5893956198749527,0.14357734923290166,0.44717571013212387,0.0008275094436948664,9.966366314303184e-05,COMPLETE
126,133.25,2026-02-03 19:05:26.366848,2026-02-03 19:08:01.533883,0 days 00:02:35.167035,-0.5978592255584009,0.14394614417548002,0.44603525869301835,0.0008318392020427001,0.00010093266089013322,COMPLETE
127,127.45,2026-02-03 19:08:01.537179,2026-02-03 19:10:28.499308,0 days 00:02:26.962129,-0.5237935813409227,0.1416926583497948,0.45208577374499503,0.0008604484531650902,9.835628326330332e-05,COMPLETE
128,158.5,2026-02-03 19:10:28.503104,2026-02-03 19:12:58.441713,0 days 00:02:29.938609,-0.5593967106251319,0.1449463566860036,0.447685069939247,0.000763717830030174,9.665507527377235e-05,COMPLETE
129,125.8,2026-02-03 19:12:58.444910,2026-02-03 19:15:29.495653,0 days 00:02:31.050743,-0.6178724254185087,0.14333308447528376,0.45705562206606376,0.0008185511402116804,0.00010817140145263365,COMPLETE
130,149.45,2026-02-03 19:15:29.499231,2026-02-03 19:18:02.179797,0 days 00:02:32.680566,-0.15918760946907523,0.14614016211720754,0.4345537925758091,0.0008020769077048868,9.938991250069437e-05,COMPLETE
131,157.05,2026-02-03 19:18:02.183145,2026-02-03 19:20:33.803909,0 days 00:02:31.620764,-0.5837798250857015,0.14717794450311156,0.43938465385617015,0.0008720123833607786,0.0001394754017401785,COMPLETE
132,93.75,2026-02-03 19:20:33.808161,2026-02-03 19:23:01.308251,0 days 00:02:27.500090,-0.6280042210942638,0.13141110122630406,0.44217038237702566,0.0008943931891456895,0.00010195841932078171,COMPLETE
133,143.4,2026-02-03 19:23:01.311956,2026-02-03 19:25:30.929215,0 days 00:02:29.617259,-0.5929498335249731,0.13313665159703872,0.43134985156256317,0.0008537134613550144,0.00011398737317068987,COMPLETE
134,156.39999999999998,2026-02-03 19:25:30.932769,2026-02-03 19:28:15.156859,0 days 00:02:44.224090,-0.6080789211687035,0.1341139058149067,0.4716629118152466,0.000362898069906395,0.00011644343527758453,COMPLETE
135,148.4,2026-02-03 19:28:15.161412,2026-02-03 19:31:27.474728,0 days 00:03:12.313316,-0.6988971046620516,0.1481586746806476,0.4485669129544272,0.0005432265908666508,0.00012275727426250973,COMPLETE
136,82.19999999999999,2026-02-03 19:31:27.478479,2026-02-03 19:35:13.696134,0 days 00:03:46.217655,-0.5510082607250486,0.13670867204652462,0.42336133743256277,0.0009230500757891345,0.00012932216787460223,COMPLETE
137,110.44999999999999,2026-02-03 19:35:13.700736,2026-02-03 19:38:57.559352,0 days 00:03:43.858616,-0.4954752981646592,0.13555862314836647,0.46572314277379023,0.0008810157036703225,9.745112797253097e-05,COMPLETE
138,170.35,2026-02-03 19:38:57.565081,2026-02-03 19:42:06.241324,0 days 00:03:08.676243,-0.6614987867655917,0.14556017867238713,0.47030247877447223,0.0007947157402584628,0.00014345082745537371,COMPLETE
139,128.1,2026-02-03 19:42:06.245366,2026-02-03 19:45:03.228599,0 days 00:02:56.983233,-0.7361854948843075,0.14558857160350763,0.47438837969116066,0.0006918413313714828,0.00014284212564887128,COMPLETE
140,106.35,2026-02-03 19:45:03.233416,2026-02-03 19:48:10.299020,0 days 00:03:07.065604,-0.5723665478550559,0.14415260912843522,0.46988660692550266,0.0007753326795356685,0.00014773471484788445,COMPLETE
141,122.5,2026-02-03 19:48:10.303308,2026-02-03 19:51:30.295608,0 days 00:03:19.992300,-0.5372566465158491,0.1427863584242125,0.47689213125912117,0.0006048514940354293,0.0001364753351014324,COMPLETE
142,125.19999999999999,2026-02-03 19:51:30.301740,2026-02-03 19:54:55.687140,0 days 00:03:25.385400,-0.6523997381148241,0.14684402070785668,0.43553005539758893,0.0005008609277346245,0.00014464067507398415,COMPLETE
143,178.1,2026-02-03 19:54:55.691090,2026-02-03 19:58:00.611845,0 days 00:03:04.920755,-0.6230657392184704,0.141119242699312,0.4679139207564504,0.0008410745650370838,9.378338068697437e-05,COMPLETE
144,115.35,2026-02-03 19:58:00.616118,2026-02-03 20:01:16.044557,0 days 00:03:15.428439,-0.6306057572793096,0.14124288828523315,0.46731380658913646,0.0007982584503384601,0.00010410199577283731,COMPLETE
145,139.75,2026-02-03 20:01:16.048629,2026-02-03 20:04:34.847077,0 days 00:03:18.798448,-0.602408884260204,0.13995453607656516,0.472604980008137,0.0008558471143143388,9.574393174928074e-05,COMPLETE
146,122.55,2026-02-03 20:04:34.852480,2026-02-03 20:07:53.199039,0 days 00:03:18.346559,-0.5852118035893313,0.14028549683296054,0.46456956385553594,0.0008268836243799648,0.00014557767929977407,COMPLETE
147,169.85000000000002,2026-02-03 20:07:53.203720,2026-02-03 20:11:29.197456,0 days 00:03:35.993736,-0.613069171836242,0.13919940137093306,0.469107538929739,0.0007284829957720497,0.0001025151481691132,COMPLETE
148,136.4,2026-02-03 20:11:29.203277,2026-02-03 20:14:48.081145,0 days 00:03:18.877868,-0.6183725468533366,0.13919347712069824,0.4692475343002047,0.0006426124742994475,9.228281565938892e-05,COMPLETE
149,147.75,2026-02-03 20:14:48.086543,2026-02-03 20:18:07.646475,0 days 00:03:19.559932,-0.3124299959875553,0.13867394768578736,0.4738673106651674,0.0007244049085479633,0.0001015688682910436,COMPLETE
150,90.65,2026-02-03 20:18:07.650894,2026-02-03 20:21:30.975963,0 days 00:03:23.325069,-0.6596621474658939,0.13934336937825828,0.4803438308517177,0.0007404714462303526,0.00014753262118495482,COMPLETE
151,136.25,2026-02-03 20:21:30.979543,2026-02-03 20:24:45.420625,0 days 00:03:14.441082,-0.5556245464055604,0.14096944916400517,0.4712195719308657,0.0007641495344113242,0.00010219354458847737,COMPLETE
152,117.69999999999999,2026-02-03 20:24:45.424085,2026-02-03 20:27:14.586616,0 days 00:02:29.162531,-0.5964850588125942,0.1418563083240284,0.4692707556871385,0.0007957252219404353,9.802755535545425e-05,COMPLETE
153,113.1,2026-02-03 20:27:14.590970,2026-02-03 20:29:46.829501,0 days 00:02:32.238531,-0.6410923513410268,0.13970692059648562,0.46746147932278215,0.0008238258259179905,0.00010019616758763115,COMPLETE
154,115.6,2026-02-03 20:29:46.833158,2026-02-03 20:32:51.780307,0 days 00:03:04.947149,-0.5768475291433457,0.14456032978051814,0.4647409055689139,0.0008487424920514434,0.00010469397170661015,COMPLETE
155,130.14999999999998,2026-02-03 20:32:51.785181,2026-02-03 20:36:35.210668,0 days 00:03:43.425487,-0.7605974263226206,0.1432460343993113,0.4962152344903903,0.0008994643013418599,9.992640618671097e-05,COMPLETE
156,90.2,2026-02-03 20:36:35.217045,2026-02-03 20:40:25.684671,0 days 00:03:50.467626,-0.6097408691921741,0.145568831874956,0.4712268112653009,0.00043953347959705275,9.917481975770197e-05,COMPLETE
157,122.55,2026-02-03 20:40:25.690296,2026-02-03 20:44:03.717657,0 days 00:03:38.027361,-0.5627560935176473,0.14019016790494418,0.4776883038464925,0.0005200234299223927,0.00013244721314361363,COMPLETE
158,128.85000000000002,2026-02-03 20:44:03.722635,2026-02-03 20:47:25.044045,0 days 00:03:21.321410,-0.5897514328396384,0.1372111286187352,0.4662015864789094,0.0008195408763406748,9.411678131059422e-05,COMPLETE
159,-inf,2026-02-04 16:49:08.369736,2026-02-04 16:49:14.669286,0 days 00:00:06.299550,-0.5197707262423887,0.1480124246375077,0.45780812507924373,0.0007878165308972582,0.00013773326783463827,COMPLETE
160,118.6,2026-02-04 21:05:16.547403,2026-02-04 21:07:22.419246,0 days 00:02:05.871843,-0.43838680437568894,0.0009802044997374582,0.550805829074914,0.0010463677741898174,0.0001406360984158941,COMPLETE
